[
[73018,	68737,	100110,	75442,	91849,	94781,	33263,	20029,	32440,	75165,	0,	    83500,	43051,	58313,	148840,	110929,	124314,	85678,	31909,	30449,	77173,	28972,	32282,	47634,	30403,	117356,	153980,	42058,	59520,	95246,	193176,	223369,	173658,	227545,	170373,	244134,	187175,	204842,	169790,	92075,	82394,	89542,	48472]
[48515,	44234,	38994,	83127,	108998,	34098,	97760,	83298,	50861,	32118,	83280,	0,	    60096,	24967,	223737,	188822,	199211,	170645,	74623,	105117,	95926,	61901,	118044,	74868,	105110,	105012,	142446,	118206,	132174,	153895,	181641,	231373,	171145,	203042,	158838,	219630,	162672,	193308,	158256,	177043,	167362,	165690,	133440]
[31189,	26908,	58281,	39041,	64913,	52952,	38886,	24424,	41168,	33336,	43051,	60143,	0,	    65504,	176883,	153979,	152357,	125105,	66233,	73500,	102057,	53555,	75333,	72217,	73453,	87686,	117580,	66285,	73299,	95020,	156776,	214048,	146722,	185716,	133972,	202305,	145346,	168442,	133390,	120118,	110437,	111970,	91522]
[72577,	68296,	63807,	101654,	127525,	58911,	79577,	61789,	25893,	56958,	58313,	25187,	65504,	0,	    198770,	163854,	174244,	145678,	49656,	80149,	70958,	36934,	93077,	49901,	80143,	129074,	166508,	93239,	110701,	145695,	205703,	255435,	195207,	227104,	182900,	243692,	186734,	217369,	182318,	152076,	142394,	140722,	108472]
[206790,202509,	233883,	195659,	190664,	228554,	138466,	153801,	183055,	208937,	148724,	224086,	176823,	198900,	0,	    35320,	24526,	62089,	157763,	128540,	139552,	170485,	116441,	157910,	128533,	237219,	256319,	112371,	117893,	145693,	279161,	299083,	249372,	319041,	261572,	324580,	284567,	284598,	273512,	67148,	66472,	107886,	100287]
[183956,179675,	211048,	174381,	169386,	205719,	117188,	130967,	145269,	186103,	110938,	189074,	153989,	163887,	35218,	0,	    10692,	27076,	119978,	90754,	104539,	132700,	78656,	120124,	90748,	215941,	235041,	94425,	96615,	124415,	257883,	277805,	228094,	297763,	240294,	303302,	263289,	263320,	252234,	48671,	45194,	86608,	62501]
[182264,177983,	209357,	171133,	166138,	204028,	113940,	129275,	158529,	184411,	124198,	199560,	152297,	174374,	24526,	10794,	0,	    37563,	133237,	104014,	115026,	145959,	91915,	133384,	104007,	212693,	231793,	87845,	93367,	121167,	254635,	274557,	224846,	294515,	237046,	300054,	260041,	260072,	248986,	45423,	41946,	83360,	75761]
[155068,150787,	182160,	143936,	138942,	176831,	86743,	102079,	120013,	157215,	85682,	169915,	125100,	144728,	61987,	27072,	37461,	0,	    94722,	65498,	103201,	107444,	53400,	94868,	65492,	185497,	199987,	60648,	74356,	103090,	232004,	251926,	202216,	271884,	214415,	277423,	237411,	237441,	226356,	35569,	28459,	70879,	37246]
[73305,	69024,	100398,	102382,	123757,	95069,	65172,	51938,	25291,	75452,	31909,	74843,	66233,	49656,	158863,	120952,	134337,	95700,	0,	    30171,	42282,	12722,	43099,	12441,	30165,	129803,	167236,	67264,	84727,	120453,	206432,	256164,	195936,	227832,	183628,	244421,	187463,	218098,	183046,	102098,	92416,	114748,	58494]
[102277,97996,	129370,	105891,	122298,	124041,	63712,	50478,	54263,	104424,	30449,	104165,	73500,	78978,	128628,	90716,	104102,	65465,	28972,	0,	    51211,	41694,	12864,	29118,	45,	    147805,	184430,	60432,	77895,	113620,	223625,	255465,	205754,	256804,	200822,	273393,	216435,	240980,	200240,	71863,	62181,	101052,	28259]
[109190,104909,	134889,	138268,	164139,	129993,	110470,	97235,	61176,	111337,	77206,	96269,	102118,	71083,	139399,	104483,	114873,	103149,	42323,	51245,	0,	    48563,	64173,	29963,	51239,	165688,	203121,	111741,	129203,	164929,	242317,	292049,	231821,	263717,	219513,	280306,	223348,	253983,	218931,	123171,	113490,	152360,	79568]
[60627,	56346,	87720,	89704,	115576,	82391,	62235,	49001,	12613,	62774,	28972,	62121,	53555,	36934,	171585,	133673,	147059,	108422,	12722,	42893,	48502,	0,	    55821,	18662,	42887,	117124,	154558,	64328,	81790,	117516,	193754,	243486,	183258,	215154,	170950,	231743,	174785,	205420,	170368,	114820,	105138,	111811,	71216]
[105300,101019,	132393,	107724,	128516,	127064,	65546,	52311,	67352,	107447,	32282,	117253,	75333,	92067,	116558,	78646,	92032,	53395,	42060,	12837,	64300,	54782,	0,	    42207,	12830,	149638,	186263,	48362,	65825,	101550,	223473,	243395,	193684,	259827,	205884,	276416,	219458,	228910,	202073,	59793,	50111,	88982,	16189]
[79315,	75034,	106407,	108392,	134263,	101078,	80923,	67689,	31301,	81462,	47660,	75737,	72243,	50550,	159009,	121098,	134483,	95847,	12448,	30318,	29901,	18688,	43246,	0,	    30312,	135812,	173246,	83015,	100478,	136204,	212441,	262173,	201946,	233842,	189638,	250431,	193472,	224108,	189056,	102244,	92563,	131433,	58641]
[102271,97990,	129364,	105845,	122251,	124035,	63666,	50432,	54257,	104418,	30403,	104159,	73453,	78972,	128622,	90710,	104096,	65459,	28966,	45,	    51205,	41688,	12858,	29112,	0,	    147758,	184383,	60426,	77888,	113614,	223579,	255459,	205748,	256798,	200775,	273387,	216429,	240974,	200193,	71856,	62175,	101045,	28253]
[56850,	61174,	103197,	42240,	67160,	97868,	104632,	98729,	104882,	78251,	117356,	105058,	80955,	129218,	237309,	215942,	212783,	185530,	129946,	147805,	165771,	117268,	149638,	135930,	147758,	0,	    37542,	126711,	128211,	123793,	76738,	116411,	66242,	101339,	53935,	117928,	60970,	88404,	53352,	180544,	170862,	167078,	159713]
[94114,	98437,	140461,	78695,	61254,	135132,	119460,	135183,	142145,	115515,	153811,	142322,	117410,	166482,	256310,	234943,	231784,	199851,	167210,	184260,	203034,	154532,	186093,	173194,	184213,	37372,	0,	    141031,	145412,	111264,	39896,	79569,	29400,	79776,	17093,	99623,	33321,	51562,	16498,	199545,	191041,	165622,	174033]
[96280,	91999,	123373,	85149,	80154,	118044,	27956,	43291,	67365,	98427,	42058,	118425,	66313,	93239,	112397,	91030,	87871,	60619,	67264,	60409,	111872,	64328,	48310,	82989,	60402,	126709,	141199,	0,	    17463,	53188,	175111,	195033,	145322,	214991,	157522,	220530,	180517,	180548,	157009,	55632,	45951,	47484,	33002]
[103266,98985,	130359,	86651,	81656,	125030,	34942,	50277,	84829,	105413,	59522,	132220,	73299,	110703,	117906,	96539,	93380,	74516,	84729,	77873,	129336,	81792,	65775,	100453,	77866,	128211,	145434,	17464,	0,	    46353,	168276,	188198,	138487,	208156,	150687,	213695,	173682,	173713,	162627,	61141,	52637,	40634,	50467]
[124559,120944,	152080,	82233,	75728,	146751,	66647,	81982,	119822,	127134,	95248,	153941,	95020,	145695,	145706,	124339,	121180,	105642,	120454,	113598,	165062,	117517,	101500,	136179,	113592,	123793,	111286,	53190,	46353,	0,	    134128,	154050,	104339,	174008,	116539,	179547,	139534,	139565,	128479,	88941,	80437,	55018,	86192]
[133493,137817,	179840,	118074,	113547,	174511,	171753,	174563,	181525,	154895,	193190,	181701,	156790,	205861,	279700,	258333,	255174,	232690,	206590,	223639,	242414,	193912,	223948,	212573,	223593,	76752,	39924,	175638,	168801,	134653,	0,	    50847,	29936,	41709,	22817,	60232,	23084,	22840,	33459,	222935,	214431,	189012,	208640]
[183083,187406,	229429,	157587,	131877,	224100,	190083,	205912,	231114,	204484,	223311,	231291,	214075,	255450,	299073,	277706,	274547,	252063,	256179,	255420,	292003,	243501,	243321,	262163,	255413,	116448,	79620,	195011,	188175,	154026,	50884,	0,	    60588,	30259,	62514,	26026,	71791,	28211,	78207,	242308,	233804,	208385,	228013]
[122984,127307,	169330,	107899,	82190,	164001,	140396,	156224,	171015,	144385,	173624,	171192,	146723,	195351,	249386,	228018,	224860,	202376,	196080,	205732,	231904,	183402,	193634,	202063,	205726,	66242,	29414,	145324,	138487,	104339,	29922,	60556,	0,	    69802,	29406,	86053,	51176,	40394,	45098,	192620,	184117,	158697,	178326]
[154757,159081,	201104,	142281,	153413,	195775,	204673,	208951,	202788,	176158,	227578,	202965,	185749,	227125,	319566,	298198,	295040,	272556,	227853,	258025,	263678,	215175,	259860,	233837,	258019,	100002,	79790,	215504,	208667,	174519,	41695,	30265,	69802,	0,	    62683,	18522,	47488,	41111,	62652,	262801,	254297,	228878,	248506]
[110676,114999,	157023,	95257,	90730,	151694,	148936,	151745,	158707,	132077,	170373,	158884,	133972,	183044,	261577,	240210,	237051,	214567,	183772,	200822,	219597,	171094,	205825,	189756,	200775,	53935,	17106,	157515,	150679,	116530,	22803,	62477,	29406,	62683,	0,	    82530,	26748,	34470,	15693,	204812,	196308,	170889,	190517]
[171346,175669,	217692,	158870,	157334,	212364,	215540,	225540,	219377,	192747,	244167,	219554,	202338,	243713,	324530,	303163,	300004,	277521,	244442,	274614,	280266,	231764,	276449,	250426,	274607,	116590,	99618,	220468,	213632,	179484,	60218,	26032,	86045,	18522,	82511,	0,	    66011,	48208,	81174,	267765,	259261,	233842,	253471]
[114387,118711,	160734,	101912,	94057,	155405,	152263,	168581,	162419,	135789,	187208,	162595,	145379,	186755,	284572,	263205,	260046,	237563,	187484,	217655,	223308,	174806,	219491,	193467,	217649,	59632,	33321,	180510,	173674,	139526,	23070,	71797,	51176,	47488,	26748,	66011,	0,	    45818,	16499,	227807,	219303,	193884,	213513]
[145146,149469,	191492,	129726,	117397,	186163,	175603,	186215,	193177,	166547,	204842,	193354,	168442,	217513,	284593,	263226,	260067,	237583,	218242,	240940,	254066,	205564,	228842,	224225,	240934,	88404,	51576,	180531,	173695,	139547,	22840,	28174,	40394,	41111,	34470,	48227,	45832,	0,	    50162,	227828,	219324,	193905,	213534]
[110094,114417,	156440,	94675,	77234,	151112,	135440,	151163,	158125,	131495,	169790,	158302,	133390,	182462,	273517,	252150,	248991,	226508,	183190,	200240,	219014,	170512,	202073,	189174,	200193,	53352,	16498,	157011,	162619,	128471,	33445,	78170,	46607,	62652,	15693,	81174,	16499,	50162,	0,	    216752,	208248,	182829,	190013]
[150047,145766,	177139,	138916,	133921,	171811,	81723,	97058,	126311,	152194,	91980,	176213,	120080,	151026,	69963,	48595,	45437,	35569,	101020,	71796,	123259,	113742,	59698,	101166,	71790,	180476,	199575,	55627,	61149,	88950,	222418,	242339,	192629,	262298,	204828,	267836,	227824,	227854,	216769,	0,	    10480,	38713,	43544]
[140357,136076,	167450,	129226,	124231,	162121,	72033,	87368,	116622,	142504,	82291,	166523,	110390,	141337,	66485,	45118,	41959,	28459,	91330,	62106,	113570,	104052,	50008,	91477,	62100,	170786,	190731,	45938,	52304,	80105,	213573,	233495,	183784,	253453,	195984,	258992,	218979,	219010,	207924,	10139,	0,	    42298,	33854]
[141925,137644,	169018,	125518,	130087,	163689,	73601,	88936,	114871,	144072,	89563,	165931,	111958,	140744,	108012,	86645,	83486,	70853,	130166,	100942,	152406,	111833,	88844,	130313,	100936,	167078,	165644,	47505,	40634,	55018,	188486,	208408,	158697,	228366,	170897,	233905,	193893,	193923,	182838,	38699,	42743,	0,	    72690]
[121455,117174,	148547,	118152,	113157,	143218,	60270,	68466,	82768,	123602,	48437,	132669,	91487,	107483,	100416,	62504,	75890,	37253,	57476,	28253,	79716,	70198,	16154,	57623,	28246,	159712,	174202,	33002,	50465,	86191,	208113,	228035,	178325,	247993,	190524,	253532,	213520,	213550,	190012,	43651,	33969,	72839,	0 ]
]
