LIBID,stop_short_name,stop_full_name,stop_type,address_number,address_street_dir_prefix,address_street,address_street_suffix,address_street_dir_suffix,address_street_unit,address_city,address_state,address_zip,address_country,county,latitude,longitude,pluscode,current_delivery_sys,current_delivery_sys_code,service_time_mins,m_do,m_pu,t_do,t_pu,w_do,w_pu,r_do,r_pu,f_do,f_pu,s_do,s_pu,avg_pickup,avg_dropoff,volume_data_missing,redundant_address,address_verified_01,address_verified_02,geoloc_verified_01,ideal_regional_hub,starter_regional_hub
WI0403,Saukville PL,Oscar Grady Public Library,public_library,151,S,Main,St,,,Saukville,WI,53080,US,Ozaukee,,,,Monarch Library System,MLS,7,7,7,8,7,7,8,4,6,3,5,,,7,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0293,Sheboygan Falls PL,Sheboygan Falls Memorial Library,public_library,330,,Buffalo,St,,,Sheboygan Falls,WI,53085,US,Sheboygan,,,,Monarch Library System,MLS,7,5,17,7,9,6,13,6,7,6,12,,,12,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0292,Sheboygan PL,Mead Public Library,public_library,710,N,8th,St,,,Sheboygan,WI,53081,US,Sheboygan,,,,Monarch Library System,MLS,7,15,28,19,16,18,22,14,15,13,25,,,22,16,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0298,Slinger PL,Slinger Community Library,public_library,220,,Slinger,Rd,,,Slinger,WI,53086,US,Washington,,,,Monarch Library System,MLS,7,2,5,5,5,4,5,4,5,2,6,,,6,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0318,Theresa PL,Theresa Public Library,public_library,290,,Mayville,St,,,Theresa,WI,53091,US,Dodge,,,,Monarch Library System,MLS,7,1,2,1,1,1,2,1,1,1,1,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV270,Waupun CI,Waupun Correctional Institute,wi_state_gov,200,S,Madison,St,,,Waupun,WI,53963,US,Dodge,,,,Monarch Library System,MLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0340,Waupun PL,Waupun Public Library,public_library,123,S,Forest,St,,,Waupun,WI,53963,US,Dodge,,,,Monarch Library System,MLS,7,1,2,1,2,1,2,1,2,1,1,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0345,West Bend PL,West Bend Community Memorial Library,public_library,630,,Poplar,St,,,West Bend,WI,53095,US,Washington,,,,Monarch Library System,MLS,7,9,15,16,16,12,17,14,13,10,14,,,15,13,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0004,Algoma PL,Algoma Public Library,public_library,406,,Fremont,St,,,Algoma,WI,54201,US,Kewaunee,,,,Nicolet Federated Library System,NFLS,7,4,4,4,2,3,2,2,3,3,2,0,2,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0121-011,Brown County PL - BKM,Brown County Library Bookmobile,outreach_service,515,,Pine,St,,,Green Bay,WI,54301,US,Brown,,,,Nicolet Federated Library System,NFLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,
WI0121-002,BrownCo - Ashwaubenon Branch,Ashwaubenon Branch,public_library,1060,,Orlando,Dr,,,Green Bay,WI,54304,US,Brown,,,,Nicolet Federated Library System,NFLS,7,7,1,6,9,8,8,5,10,6,8,6,10,8,7,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0121-004,BrownCo - Denmark Branch,Denmark Branch,public_library,450,N,Wall,St,,,Denmark,WI,54208,US,Brown,,,,Nicolet Federated Library System,NFLS,7,3,4,3,4,4,3,4,5,,,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0121-005,BrownCo - East Branch,East Branch,public_library,2255,,Main,St,,,Green Bay,WI,54302,US,Brown,,,,Nicolet Federated Library System,NFLS,7,1,9,12,9,16,10,7,15,8,11,13,10,11,10,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0121,BrownCo - Green Bay PL,Brown County Library,public_library,515,,Pine,St,,,Green Bay,WI,54301,US,Brown,,,,Nicolet Federated Library System,NFLS,7,2,2,1,2,1,2,1,1,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0121-014,BrownCo - Kress Family Branch,Kress Family Branch,public_library,333,N,Broadway,,,,De Pere,WI,54115,US,Brown,,,,Nicolet Federated Library System,NFLS,7,0,1,1,1,0,1,1,2,1,1,1,1,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0121-007,BrownCo - Pulaski Branch,Pulaski Branch,public_library,222,W,Pulaski,St,,,Pulaski,WI,54162,US,Brown,,,,Nicolet Federated Library System,NFLS,7,10,7,6,10,8,6,7,8,8,0,0,9,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0121-008,BrownCo - Southwest Branch,Southwest Branch,public_library,974,,Ninth,St,,,Green Bay,WI,54304,US,Brown,,,,Nicolet Federated Library System,NFLS,7,2,6,7,8,9,7,6,9,6,5,6,6,7,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0121-013,BrownCo - Weyers-Hilliard Branch,Weyers-Hilliard Branch,public_library,2680,,Riverview,Dr,,,Green Bay,WI,54313,US,Brown,,,,Nicolet Federated Library System,NFLS,7,5,2,10,3,9,5,8,4,10,2,8,4,4,9,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0121-009,BrownCo - Wrightstown Branch,Wrightstown Branch,public_library,615,,Main,St,,,Wrightstown,WI,54180,US,Brown,,,,Nicolet Federated Library System,NFLS,7,12,4,5,7,5,3,7,5,,,,,5,8,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0312-006,DoorCo - Baileys Harbor Branch,Baileys Harbor (McArdle) Branch,public_library,2392,,CO RD F,,,,Baileys Harbor,WI,54202,US,Door,,,,Nicolet Federated Library System,NFLS,7,,,,,4,2,,,3,3,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0312-002,DoorCo - Egg Harbor Branch,Egg Harbor Branch,public_library,7845,,Church,St,,,Egg Harbor,WI,54209,US,Door,,,,Nicolet Federated Library System,NFLS,7,,,2,2,,,,,12,,,,2,7,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0312-003,DoorCo - Ephraim Branch,Ephraim Branch,public_library,9994,,Water,St,,,Ephraim,WI,54211,US,Door,,,"5R4H+CF Ephraim, Wisconsin",Nicolet Federated Library System,NFLS,7,1,1,1,1,,,2,2,,,2,1,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0312-004,DoorCo - Fish Creek Branch,Fish Creek Branch,public_library,4097,,Main,St,,,Fish Creek,WI,54212,US,Door,,,,Nicolet Federated Library System,NFLS,7,1,1,,,2,1,,,,,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0312-005,DoorCo - Forestville Branch,Forestville Branch,public_library,123,S,Forestville,Ave,,,Forestville,WI,54213,US,Door,,,,Nicolet Federated Library System,NFLS,7,2,3,2,1,3,5,,,2,5,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0312-007,DoorCo - Sister Bay Branch,Sister Bay / Liberty Grove Branch,public_library,2323,,Mill,Rd,,,Sister Bay,WI,54234,US,Door,,,,Nicolet Federated Library System,NFLS,7,2,2,2,2,2,2,,,4,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0312,DoorCo - Sturgeon Bay PL,Door County Library,public_library,107,S,4th,Ave,,,Sturgeon Bay,WI,54235,US,Door,,,,Nicolet Federated Library System,NFLS,7,6,3,7,8,7,7,5,5,1,5,0,4,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0312-009,DoorCo - Washington Island Branch,Washington Island Branch,public_library,910,,Main,Rd,,,Washington Island,WI,54246,US,Door,,,,Nicolet Federated Library System,NFLS,7,2,1,2,0,2,2,,,0,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0384,Florence PL,Florence County Library,public_library,400,,Olive,Ave,,,Florence,WI,54121,US,Florence,,,,Nicolet Federated Library System,NFLS,7,2,2,2,1,1,2,1,1,1,2,0,1,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0418,Gillett PL,Gillett Public Library,public_library,200,E,Main,St,,,Gillett,WI,54124,US,Oconto,,,,Nicolet Federated Library System,NFLS,7,1,1,2,0,2,2,1,3,,,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI9025,Keshena PL,S. Verna Fowler Academic Library / Menominee Public Library,public_library,N172,,HWY 55,,,,Keshena,WI,54135,US,Menominee,,,"V95F+G6 Keshena, Wisconsin",Nicolet Federated Library System,NFLS,7,4,0,,,,,,,,,,,0,4,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0151,Kewaunee PL,Kewaunee Public Library,public_library,822,,Juneau,St,,,Kewaunee,WI,54216,US,Kewaunee,,,,Nicolet Federated Library System,NFLS,7,3,4,5,2,2,3,2,2,2,3,0,1,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0391,Lakewood PL,Lakes Country Public Library,public_library,15235,,HWY 32,,,,Lakewood,WI,54138,US,Oconto,,,,Nicolet Federated Library System,NFLS,7,1,2,4,2,2,2,1,2,2,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0169,Lena PL,Lena Public Library,public_library,200,E,Main,St,,,Lena,WI,54139,US,Oconto,,,,Nicolet Federated Library System,NFLS,7,2,2,,,2,2,0,2,2,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0394-002,MariCo - Coleman Branch,Coleman Branch,public_library,123,W,Main,St,,,Coleman,WI,54112,US,Marinette,,,,Nicolet Federated Library System,NFLS,7,2,2,,,3,2,,,2,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0394-003,MariCo - Crivitz Branch,Crivitz Branch,public_library,606,,Louisa,St,,,Crivitz,WI,54114,US,Marinette,,,,Nicolet Federated Library System,NFLS,7,2,3,,,3,2,0,1,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0394-004,MariCo - Goodman Library Station Branch,Goodman Library Station Branch,public_library,1,,Falcon Crest,,,,Goodman,WI,54125,US,Marinette,,,"JJGR+HM Goodman, Wisconsin",Nicolet Federated Library System,NFLS,7,0,0,,,0,0,,,0,0,,,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0394,MariCo - Marinette PL,Marinette County Consolidated Public Library Service,public_library,1700,,Hall,Ave,,,Marinette,WI,54143,US,Marinette,,,,Nicolet Federated Library System,NFLS,7,6,6,6,9,3,4,3,1,3,7,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0394-005,MariCo - Niagara Branch,Niagara Branch,public_library,1049,,Roosevelt,Rd,,,Niagara,WI,54151,US,Marinette,,,,Nicolet Federated Library System,NFLS,7,1,2,3,0,4,2,,,0,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0394-006,MariCo - Peshtigo Branch,Peshtigo Branch,public_library,331,,French,St,,,Peshtigo,WI,54157,US,Marinette,,,,Nicolet Federated Library System,NFLS,7,1,2,,,4,3,,,3,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0394-007,MariCo - Wausaukee Branch,Wausaukee Branch,public_library,703,,Main,St,,,Wausaukee,WI,54177,US,Marinette,,,,Nicolet Federated Library System,NFLS,7,2,2,,,3,3,,,3,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI1900,Nicolet FLS,Nicolet Federated Library System,library_system,1595,,Allouez,Ave,,Ste 4,Green Bay,WI,54311,US,Brown,,,,Nicolet Federated Library System,NFLS,7,2,2,2,2,1,2,,,3,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
WI0231,Oconto Falls PL,Oconto Falls Community Library,public_library,251,N,Main,St,,,Oconto Falls,WI,54154,US,Oconto,,,,Nicolet Federated Library System,NFLS,7,4,4,5,1,2,3,2,3,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0230,Oconto PL,Farnsworth Public Library,public_library,707,,Main,St,,,Oconto,WI,54153,US,Oconto,,,,Nicolet Federated Library System,NFLS,7,2,4,4,1,2,2,2,2,2,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0370,Oneida PL,Oneida Community Library,public_library,201,,Elm,St,,,Oneida,WI,54155,US,Brown,,,,Nicolet Federated Library System,NFLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0291-002,Shawano PL - BKM,Shawano County Library Bookmobile,outreach_service,128,S,Sawyer,St,,,Shawano,WI,54166,US,Shawano,,,,Nicolet Federated Library System,NFLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,
WI0291-003,ShawCo - Birnamwood Branch,Birnamwood Branch,public_library,337,,Main,St,,,Birnamwood,WI,54414,US,Shawano,,,,Nicolet Federated Library System,NFLS,7,0,2,0,2,5,2,0,2,2,2,1,1,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0291-004,ShawCo - Bonduel Branch,Bonduel Branch,public_library,125,N,Washington,St,,,Bonduel,WI,54107,US,Shawano,,,,Nicolet Federated Library System,NFLS,7,3,1,1,1,1,1,,,,,2,3,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0291-005,ShawCo - Mattoon Branch,Mattoon Branch,public_library,311,,Slate,Ave,,,Mattoon,WI,54450,US,Shawano,,,,Nicolet Federated Library System,NFLS,7,,,,,1,1,,,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0291,ShawCo - Shawano PL,Shawano County Library,public_library,128,S,Sawyer,St,,,Shawano,WI,54166,US,Shawano,,,,Nicolet Federated Library System,NFLS,7,6,7,7,3,4,6,4,4,4,3,3,3,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0291-006,ShawCo - Tigerton Branch,Tigerton Branch,public_library,221,,Birch,St,,,Tigerton,WI,54486,US,Shawano,,,,Nicolet Federated Library System,NFLS,7,0,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0291-007,ShawCo - Wittenberg Branch,Wittenberg Branch,public_library,302,S,Cherry,St,,,Wittenberg,WI,54499,US,Shawano,,,,Nicolet Federated Library System,NFLS,7,1,1,,,2,1,,,1,1,0,1,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0407,Suring PL,Suring Area Public Library,public_library,604,E,Main,St,,,Suring,WI,54174,US,Oconto,,,,Nicolet Federated Library System,NFLS,7,2,4,2,1,2,2,3,1,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0014,Ashland PL,Vaughn Public Library,public_library,502,W,Main,St,,,Ashland,WI,54806,US,Ashland,,,,Northern Waters Library Service,NWLS,7,5,5,,,4,8,,,5,1,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB001,Barnes mailabook,Barnes mailabook,nwls_mailabook,3360,,County Highway N,,,,Barnes,WI,54873,US,Bayfield ,,,"8FWX+78 Solon Springs, Wisconsin",Northern Waters Library Service,NWLS,7,,,,,,1,,,,,,,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,,
WI0021,Bayfield PL,Bayfield Carnegie Public Library,public_library,37,N,Broad,St,,,Bayfield,WI,54814,US,Bayfield,,,,Northern Waters Library Service,NWLS,7,1,2,,,2,3,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB002,Birchwood mailabook,Birchwood mailabook,nwls_mailabook,100,S,Main,St,,,Birchwood,WI,54817,US,Washburn,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0037,Boulder Junction PL,Boulder Junction Public Library,public_library,5392,,Park,St,,,Boulder Junction,WI,54512,US,Vilas,,,,Northern Waters Library Service,NWLS,7,1,1,,,1,1,,,2,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB003,Brule mailabook,Brule mailabook,nwls_mailabook,13995,,US Highway 2,,,,Brule,WI,54820,US,Douglas,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0047,Cable PL,Forest Lodge Library,public_library,13450,,CO RD M,,,,Cable,WI,54821,US,Bayfield,,,,Northern Waters Library Service,NWLS,7,1,2,,,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB004,Cornucopia mailabook,Cornucopia mailabook,nwls_mailabook,88545,,Superior,St,,,Cornucopia,WI,54827,US,Bayfield ,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0085,Drummond PL,Drummond Public Library,public_library,14990,,Superior,St,,,Drummond,WI,54832,US,Bayfield,,,,Northern Waters Library Service,NWLS,7,,,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0088,Eagle River PL,Walter E. Olson Memorial Library,public_library,203,N,Main,St,,,Eagle River,WI,54521,US,Vilas,,,,Northern Waters Library Service,NWLS,7,4,3,,,3,3,,,3,3,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB005,Glidden mailabook,Glidden mailabook,nwls_mailabook,163,S,Grant,St,,,Glidden,WI,54527,US,Ashland,,,,Northern Waters Library Service,NWLS,7,,,,,,1,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
NWMB006,Gordon mailabook,Gordon mailabook,nwls_mailabook,9725,E,County Road Y,,,,Gordon,WI,54838,US,Douglas,,,,Northern Waters Library Service,NWLS,7,,,,,,1,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0120,Grantsburg PL,Grantsburg Public Library,public_library,415,S,Robert,St,,,Grantsburg,WI,54840,US,Burnett,,,,Northern Waters Library Service,NWLS,7,2,3,,,2,3,,,2,2,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0132,Hayward PL,Sherman & Ruth Weiss Community Library,public_library,10788,,HWY 27,,,,Hayward,WI,54843,US,Sawyer,,,,Northern Waters Library Service,NWLS,7,5,4,,,5,2,,,4,1,,,3,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0138,Hurley PL,Hurley Public Library,public_library,405,,5th,Ave,N,,Hurley,WI,54534,US,Iron,,,,Northern Waters Library Service,NWLS,7,2,2,,,2,2,,,,,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI9021,Iron River PL,Evelyn Goldberg Briggs Memorial Library,public_library,68235,S,Main,St,,,Iron River,WI,54847,US,Bayfield,,,,Northern Waters Library Service,NWLS,7,4,4,,,4,5,,,3,3,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0157,La Pointe PL,Madeline Island Public Library,public_library,249,,Library,St,,,La Pointe,WI,54850,US,Ashland,,,"Q6J7+J4 La Pointe, Wisconsin",Northern Waters Library Service,NWLS,7,,,,,2,2,,,1,2,,,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0413,Lac Courte Oreilles Library,Lac Courte Oreilles Ojibwa College Community Library,public_library,13466,W,Trepania,Rd,,,Hayward,WI,54843,US,Sawyer,,,,Northern Waters Library Service,NWLS,7,1,0,,,1,0,,,,,,,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0158,Lac du Flambeau PL,Ben Guthrie--Lac du Flambeau Public Library,public_library,680,,Peace Pipe,Rd,,,Lac du Flambeau,WI,54538,US,Vilas,,,"X494+QH Lac Du Flambeau, Wisconsin",Northern Waters Library Service,NWLS,7,1,0,,,1,0,,,,,,,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0166,Land O' Lakes PL,Land O' Lakes Public Library,public_library,4242,,HWY B,,,,Land O' Lakes,WI,54540,US,Vilas,,,,Northern Waters Library Service,NWLS,7,1,1,,,2,3,,,1,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0369,Manitowish Waters PL,Frank B. Koller Memorial Library,public_library,2,,US 51,,,,Manitowish Waters,WI,54545,US,Vilas,,,,Northern Waters Library Service,NWLS,7,1,2,,,2,1,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB007,Mason mailabook,Mason mailabook,nwls_mailabook,24675,,County Highway E,,,,Mason,WI,54856,US,Bayfield ,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0189,Mellen PL,Legion Memorial Library,public_library,106,,Iron,St,,,Mellen,WI,54546,US,Ashland,,,,Northern Waters Library Service,NWLS,7,1,1,,,2,1,,,1,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0194,Mercer PL,Mercer Public Library,public_library,2648,W,Margaret,St,,,Mercer,WI,54547,US,Iron,,,,Northern Waters Library Service,NWLS,7,1,2,,,3,1,,,1,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB008,Minong mailabook,Minong mailabook,nwls_mailabook,403,,US Business Highway 53,,,,Minong,WI,54859,US,Washburn,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI2000,Northern Waters LS,Northern Waters Library Service,library_system,310,,Industrial Park,Road,,,Ashland,WI,54806,US,Ashland,,,"J555+JR Ashland, Wisconsin",Northern Waters Library Service,NWLS,7,2,1,2,0,2,4,2,1,,3,,,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE
WI0249,Phelps PL,Eleanor Ellis Public Library,public_library,4495,,Town Hall,Rd,,,Phelps,WI,54554,US,Vilas,,,,Northern Waters Library Service,NWLS,7,1,1,,,1,1,,,1,2,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB009,Poplar mailabook,Poplar mailabook,nwls_mailabook,9693,,Main,St,,,Poplar,WI,54864,US,Douglas,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
NWMB010,Port Wing mailabook,Port Wing mailabook,nwls_mailabook,8875,,State Highway 13,,,,Port Wing,WI,54865,US,Bayfield ,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0266,Presque Isle PL,Presque Isle Community Library,public_library,8306,,School Loop,Rd,,,Presque Isle,WI,54557,US,Vilas,,,,Northern Waters Library Service,NWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0404,Sayner PL,Plum Lake Public Library,public_library,8789,,Peterson,St,,,Sayner,WI,54560,US,Vilas,,,,Northern Waters Library Service,NWLS,7,1,1,,,2,1,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0294,Shell Lake PL,Shell Lake Public Library,public_library,501,,1st,St,,,Shell Lake,WI,54871,US,Washburn,,,,Northern Waters Library Service,NWLS,7,4,2,,,3,2,,,3,3,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB011,Siren mailabook,Siren mailabook,nwls_mailabook,24066,,State Highway 35,,,,Siren,WI,54872,US,Burnett,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
NWMB012,Solon Springs mailabook,Solon Springs mailabook,nwls_mailabook,9245,E,Main,St,,,Solon Springs,WI,54873,US,Douglas,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,1,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0303,Spooner PL,Spooner Memorial Library,public_library,421,,High,St,,,Spooner,WI,54801,US,Washburn,,,,Northern Waters Library Service,NWLS,7,3,3,,,4,5,,,4,5,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0315-007,SupPL - Lake Nebagamon PL,Imogene McGrath Memorial Library Branch,public_library,11628,E,HWY B,,,,Lake Nebagamon,WI,54849,US,Douglas,,,,Northern Waters Library Service,NWLS,7,,,,,2,2,,,,,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0315-006,SupPL - Solon Springs PL,Solon Springs Joan Salmen Memorial Library Branch,public_library,9240,E,Main,St,,,Solon Springs,WI,54873,US,Douglas,,,,Northern Waters Library Service,NWLS,7,,,,,,,,,3,5,,,5,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0315,SupPL - Superior PL,Superior Public Library,public_library,1530,,Tower,Ave,,,Superior,WI,54880,US,Douglas,,,,Northern Waters Library Service,NWLS,7,9,7,,,11,11,,,8,10,,,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,,
NWMB013,Town of Scott mailabook,Town of Scott mailabook,nwls_mailabook,2398,,County Road A,,,,Spooner,WI,54801,US,Burnett,,,,Northern Waters Library Service,NWLS,7,,1,,,,,,,,,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0333,Washburn PL,Washburn Public Library,public_library,307,,Washington,Ave,,,Washburn,WI,54891,US,Bayfield,,,,Northern Waters Library Service,NWLS,7,2,2,,,2,3,,,2,2,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0415,Webster PL,Larsen Family Public Library,public_library,7401,W,Main,St,,,Webster,WI,54893,US,Burnett,,,,Northern Waters Library Service,NWLS,7,2,2,,,2,3,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0356,Winchester PL,Winchester Public Library,public_library,2117,,Lake,St,,,Winchester,WI,54557,US,Vilas,,,,Northern Waters Library Service,NWLS,7,,1,,,,1,,,,1,,,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0358,Winter PL,Winter Public Library,public_library,5129,N,Main,St,,,Winter,WI,54896,US,Sawyer,,,,Northern Waters Library Service,NWLS,7,1,2,,,2,2,,,1,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0010,Appleton PL,Appleton Public Library,public_library,225,N,Oneida,St,,,Appleton,WI,54911,US,Outagamie,,,,Outagamie Waupaca Library System,OWLS,7,52,55,41,42,36,43,32,27,29,33,,,40,38,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0375,Black Creek PL,Black Creek Village Library,public_library,507,S,Maple,St,,,Black Creek,WI,54106,US,Outagamie,,,,Outagamie Waupaca Library System,OWLS,7,3,5,5,4,3,4,4,3,5,4,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0062,Clintonville PL,Clintonville Public Library,public_library,75,,Hemlock,St,,,Clintonville,WI,54929,US,Waupaca,,,,Outagamie Waupaca Library System,OWLS,7,6,7,6,8,8,6,5,6,6,4,,,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0109,Fremont PL,Neuschafer Community Library,public_library,313,,Wolf River,Dr,,,Fremont,WI,54940,US,Waupaca,,,"746M+G2 Fremont, Wisconsin",Outagamie Waupaca Library System,OWLS,7,2,4,5,3,4,3,3,3,2,3,,,4,4,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0136,Hortonville PL,Hortonville Public Library,public_library,531,N,Nash,St,,,Hortonville,WI,54944,US,Outagamie,,,,Outagamie Waupaca Library System,OWLS,7,3,5,7,6,6,5,6,4,4,3,,,5,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0141,Iola PL,Iola Village Library,public_library,180,S,Main,St,,,Iola,WI,54945,US,Waupaca,,,,Outagamie Waupaca Library System,OWLS,7,6,4,3,3,4,4,3,4,3,4,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
